address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon,is_correct,distr
Свердловская область;Екатеринбург;район Чкаловский;Ботанический мкр;ул. Родонитовая;д.9,Ботанический мкр,ул. Родонитовая,д.9,"56.793173,60.620732",52.0,4180000,80384,56.793173,60.620732,1,Ботанический
Свердловская область;Екатеринбург;район Верх-Исетский;Заводская ул.,Екатеринбург,ул. Начдива Васильева, 12,"56.822018,60.551685",58.7,4167700,71000,56.82201800000001,60.551685,1,Юго-Западный
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.39,Академический мкр,просп. Академика Сахарова,д.39,"56.779318,60.525573",64.9,4243200,65380,56.779318,60.525573,1,УНЦ
Свердловская область;Екатеринбург;район Кировский;ул. Раевского,Екатеринбург,ул. Раевского, 9,"56.860038,60.660604",65.3,4243200,65000,56.860038,60.660604000000006,1,Втузгородок
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,ул. 8 Марта, 197ж,"56.792363,60.609288",51.1,4242130,83000,56.792363,60.609288,1,Ботанический
Свердловская область;Екатеринбург;район Чкаловский;ул. Счастливая,Екатеринбург,Улица Счастливая, д. 10,"56.749519,60.564728",64.4,4205700,65305,56.74951899999999,60.564728,1,Солнечный
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Сулимова,район Кировский,ул. Сулимова, 5,"56.860303,60.650125",66.8,4228440,63300,56.860303,60.650125,1,unknown
Свердловская область;Екатеринбург;район Железнодорожный;ул. Героев России;д.35,район Железнодорожный,ул. Героев России,д.35,"56.854808,60.579113",59.6,4281600,71838,56.854808,60.579113,1,Заречный
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",71.6,4290000,59916,56.782927,60.647289,1,Уктус
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.37,Академический мкр,просп. Академика Сахарова,д.37,"56.778135,60.527720",65.2,4262400,65374,56.778135,60.52772,1,УНЦ
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.37,Академический мкр,просп. Академика Сахарова,д.37,"56.778135,60.527720",67.4,4265600,63287,56.778135,60.52772,1,УНЦ
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.39,Академический мкр,просп. Академика Сахарова,д.39,"56.779318,60.525573",65.5,4281600,65367,56.779318,60.525573,1,УНЦ
Свердловская область;Екатеринбург;район Кировский;ул. Раевского,Екатеринбург,ул. Раевского, 9,"56.860038,60.660604",66.8,4272640,63999,56.860038,60.660604000000006,1,Втузгородок
Свердловская область;Екатеринбург;район Верх-Исетский;Опалихинская ул.,Екатеринбург,Опалихинская ул., 23а,"56.852402,60.562387",56.8,4270000,75242,56.85240200000001,60.562387,1,unknown
Свердловская область;Екатеринбург;район Ленинский;ул. Степана Разина;д.2,район Ленинский,ул. Степана Разина,д.2,"56.824815,60.606564",49.0,4255988,86856,56.824815,60.606564,1,Центр
Свердловская область;Екатеринбург;район Железнодорожный;ул. Героев России;д.35,район Железнодорожный,ул. Героев России,д.35,"56.854808,60.579113",60.2,4324200,71830,56.854808,60.579113,1,Заречный
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.37,Академический мкр,просп. Академика Сахарова,д.37,"56.778135,60.527720",67.5,4340700,64306,56.778135,60.52772,1,УНЦ
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;ул. Павла Шаманова;д.60,Академический мкр,ул. Павла Шаманова,д.60,"56.794519,60.507823",58.9,4300000,73005,56.794519,60.507823,1,Академический
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Сулимова,район Кировский,ул. Сулимова, 5,"56.860303,60.650125",66.4,4335920,65299,56.860303,60.650125,1,unknown
